make;model;body;transmission;color;condition;odometer;price
21;166;2;1;2;2.5;39932;33500
1;11;2;1;1;4;47576;16500
17;70;6;1;2;2.5;46328;10500
14;81;1;1;1;4;41686;21250
19;170;1;1;3;2.5;31927;34600
17;70;2;1;2;1.9;25342;8750
13;41;8;1;2;3.3;36119;19000
19;170;1;1;2;4.7;56574;42500
13;42;9;1;2;3.7;23476;21000
13;42;9;1;2;4.6;14990;20000
13;41;8;1;8;4.2;33489;20500
19;85;1;1;1;4.8;40101;39500
13;163;23;1;1;4.6;23330;27000
15;56;2;1;3;4.4;15154;31500
13;41;8;1;2;4.2;49807;21250
21;166;4;1;3;3.5;25199;35000
19;85;1;1;2;4.2;21409;39000
13;41;8;1;1;3.9;10916;24500
19;85;1;1;1;3.7;73832;31000
15;68;2;1;2;3;75939;19400
19;170;1;1;3;3.9;47019;40500
13;41;8;1;5;3.8;28638;21000
17;70;2;1;1;4;43523;12750
20;151;2;1;5;3.9;28028;22200
13;42;9;1;3;3.5;47287;18000
10;78;2;1;3;3.7;46239;35500
15;56;2;1;13;4.3;30260;42000
13;42;9;1;3;3.2;35487;18400
17;60;2;1;1;3.4;49358;11250
18;69;6;2;4;3.7;31471;11000
21;166;2;1;5;2.9;50637;32250
13;41;8;1;2;3.6;27013;22000
1;1;1;1;3;3.9;76997;10200
1;72;24;1;3;2;68988;5600
20;151;2;1;13;2.7;44720;15000
15;83;1;1;3;4.5;41511;26750
15;59;2;1;3;2.3;62492;19750
15;68;2;1;2;4.4;61083;25250
20;151;2;1;12;2.4;45586;16500
19;85;1;1;3;4.1;35959;38500
13;41;8;2;13;2.6;14233;27750
21;170;2;1;2;3.7;57325;27000
13;42;9;1;1;2.5;28390;14500
13;42;9;1;1;3.6;17145;22750
13;6237;2;1;3;3.7;44484;24000
13;163;23;1;3;4.1;33026;24750
13;42;9;1;1;4.8;31857;22500
21;166;2;1;8;2.9;31000;36000
17;60;2;1;5;1.9;34731;9250
13;42;9;1;3;2.9;41979;17250
18;69;6;2;1;4.2;77878;10200
14;73;1;1;5;2.1;38995;7750
13;42;9;1;1;4.5;22064;20000
13;42;9;1;8;3.6;18601;20000
13;42;9;1;5;3.8;17780;22750
10;28;1;1;3;3.7;41069;26000
13;42;9;1;3;3.2;29907;19500
13;42;9;1;2;4.1;43802;20000
17;70;2;1;2;1.9;46300;7000
19;85;1;1;3;4.3;40776;40500
21;166;4;1;8;1.9;42820;36500
18;69;6;1;3;3.8;57649;10000
19;85;1;1;1;4.4;30869;38500
21;166;2;1;10;3.9;62763;29000
13;41;8;1;3;4.3;31199;21500
13;42;9;1;13;2.7;15498;16750
13;41;8;1;8;4.2;39637;21500
21;170;2;1;3;1.9;45065;19750
13;42;9;1;2;3.8;80986;14300
21;170;2;1;3;3.5;38814;26000
13;41;8;1;2;4.2;22051;20500
15;59;2;1;1;4.4;25625;20500
17;70;2;2;2;1.9;39989;8250
19;85;1;1;1;3.9;59971;37500
13;42;9;1;8;2.1;41191;16000
13;42;9;1;3;3.5;34526;20250
17;70;2;1;2;3.7;33339;12750
13;42;9;1;2;2.7;38896;21500
17;70;6;1;2;3.1;39729;11500
13;42;9;1;8;3.9;37415;22000
13;41;8;1;1;4;48051;22750
13;42;9;1;1;4.1;52276;18750
15;59;2;1;3;1.9;29355;16250
13;41;8;1;1;4.4;39540;22500
1;72;2;1;5;3.5;36853;10600
15;68;4;1;5;4.2;18862;26500
13;163;23;1;1;3.6;45154;25250
13;42;9;1;1;4.3;30363;19000
13;42;9;1;3;3.7;55003;16250
21;166;2;1;8;2.9;25038;36000
13;42;9;1;2;4;24109;20750
10;167;2;1;5;3.4;81895;16000
14;55;1;1;3;3.7;33626;30750
20;151;2;1;4;2.9;45474;16500
19;85;1;1;2;3.9;27570;38000
21;166;3;1;2;2.9;35870;35500
19;85;1;1;8;3.7;44152;35250
15;68;5;1;3;3.1;71682;25000
17;70;6;1;5;2.9;36985;13000
13;163;23;1;2;3.6;32354;24750
13;42;9;1;8;4.1;25541;21500
10;151;1;1;11;3.5;36258;27250
17;60;2;1;2;3.3;52241;10750
13;42;9;1;2;4.1;28714;19000
15;83;1;1;1;3.9;59892;24750
13;42;9;1;1;3.9;37358;18750
13;42;9;1;1;2.3;25711;19000
20;151;5;1;1;3.7;34790;24800
13;42;9;1;1;4.5;38133;21000
1;1;1;1;10;3.5;54933;9500
13;41;8;1;2;3.7;29852;22500
15;83;1;1;2;4.3;70664;21000
17;70;2;1;2;4.3;34335;12500
10;78;2;1;5;3.6;57122;34500
13;165;1;1;3;3.4;72037;29500
15;59;2;1;13;3.3;30174;17000
13;42;9;1;3;3.8;28411;18750
13;41;8;1;3;3.4;11832;18000
21;170;2;1;5;3.5;42910;25500
13;41;8;1;2;3;16454;22000
21;166;2;1;3;2.2;37588;37000
13;41;8;1;1;4.1;48267;20250
1;11;2;1;4;3.6;34603;16750
13;42;9;1;3;2.8;38722;17500
15;83;1;1;13;4;56319;37000
17;151;1;1;3;3.9;33791;15400
13;42;9;1;2;4;25199;19000
13;41;8;1;1;3.7;42488;20000
19;85;1;1;1;4.1;36252;40500
15;59;2;1;1;2.7;43589;15500
13;42;9;1;2;4.8;33654;20500
17;70;2;1;1;3.6;45590;10750
1;11;2;1;3;2.5;26595;9500
19;85;1;1;1;3.6;26263;38000
13;42;9;1;13;4.2;19762;21000
1;11;2;1;4;4.6;24817;14000
15;59;2;1;1;4.3;33106;19750
15;68;2;1;3;3.6;23375;26000
19;85;1;1;3;3.8;53884;32000
13;42;9;1;3;4.3;38636;20500
1;1;1;1;8;2;74774;8000
15;59;2;1;3;3.6;15250;22500
15;68;4;1;5;4.4;47993;26000
14;73;1;1;1;2.8;44208;10400
17;70;6;1;2;3.4;43310;14250
13;42;9;1;3;4.9;38538;21000
22;95;2;2;1;1.9;9445;9250
23;108;6;1;5;3.7;31994;13800
23;87;2;1;1;4.4;33452;11600
24;96;2;1;5;3.9;35159;13000
4;107;2;1;3;3.7;37876;10500
4;104;2;1;1;4.1;43941;17500
4;104;2;1;3;4.8;45142;17300
5;183;2;1;4;3.7;55666;5900
27;184;4;1;3;1.9;105930;10500
23;178;1;1;8;2.7;82074;12000
4;5;2;1;1;3.6;91442;9500
23;87;2;1;1;1;291087;3600
26;118;2;1;3;4.7;54395;44000
4;92;6;1;1;3.9;36905;10500
23;89;11;1;5;3.5;42261;19750
5;185;1;1;1;2;50922;16250
4;107;2;1;2;2.1;66588;7100
23;87;2;1;2;1.9;44409;9250
22;95;2;1;13;1;32716;7100
22;95;2;1;5;1.9;62156;9000
22;95;2;1;13;1;31118;7400
4;115;1;1;4;3.8;63026;22250
4;5;2;1;3;2.6;49171;12500
4;5;2;1;3;4;37078;11800
4;104;2;1;3;4;24000;17750
22;95;2;1;2;1;30897;6800
5;137;1;1;2;4;77058;10700
24;96;2;1;8;3.6;49955;10700
4;104;2;1;3;4.2;37451;18750
23;93;2;1;3;4.5;19131;15600
4;102;1;1;1;4.2;21781;18000
4;121;1;1;8;2.7;40171;19000
5;137;1;1;7;4.3;32078;12500
24;186;5;1;1;2.5;52776;13500
5;15;2;1;3;3.5;92351;6100
23;93;2;1;2;2;40794;10300
23;108;6;1;3;3.7;69341;12400
4;104;2;1;3;4;40994;17750
22;95;2;1;1;1;42008;6100
2;2;2;1;2;3.5;66228;15500
4;90;6;2;2;3.5;46810;13500
27;186;5;1;11;2.3;65923;5500
23;93;2;1;2;2;45353;9250
4;104;2;1;1;4.4;41118;17000
23;108;6;1;8;4;47905;13600
5;130;1;1;8;1.9;100441;9000
5;9;4;1;5;3.6;89193;13500
4;107;2;1;2;2.8;100142;6200
4;5;2;1;5;3.3;100015;8500
5;9;4;2;9;3.9;42836;20900
5;9;4;1;2;3.9;49365;16200
22;186;11;1;13;1;49716;6700
27;126;2;1;5;3.4;119058;5200
2;123;2;1;7;3.7;64010;28500
23;87;2;1;4;2.8;90054;7800
23;178;1;1;3;4.5;25227;16100
4;92;6;1;3;4.8;31513;11000
6;8;2;1;8;2.7;38136;22500
23;93;2;1;1;2;92494;9500
4;5;2;1;13;3.6;75965;9600
2;2;2;1;1;2;75681;13100
5;15;2;1;8;2.3;99861;4800
5;15;2;1;1;4.3;70367;8600
22;95;2;1;3;1.9;44824;7100
4;107;2;1;3;3.9;32993;10800
29;187;2;1;1;2.3;77659;5600
4;104;2;1;1;4.5;32431;17500
4;115;1;1;13;4.1;40671;27000
5;21;1;1;5;2.2;65153;22000
23;87;2;1;2;2.3;53157;8800
23;116;5;1;1;3.2;33529;15000
12;182;2;1;2;2.3;102949;8400
5;15;2;1;2;3.4;74833;6200
27;135;2;1;3;1.9;95536;8800
23;93;2;1;1;2.6;27957;11000
27;135;2;1;3;4;34060;12100
15;188;13;1;5;2.5;159193;21000
24;186;5;1;2;3.4;42814;17250
4;5;2;1;1;3.4;49945;11800
4;107;2;1;1;3.6;39958;10750
2;2;2;1;3;3.1;86064;11250
5;38;7;1;1;3.6;45187;20600
5;149;21;1;1;2.8;69752;10400
29;300;2;1;2;2;53275;9500
4;102;1;1;3;2.7;36296;13750
23;93;2;1;2;3.5;95309;8900
23;94;14;1;1;3.4;30622;23500
23;178;1;1;11;4.3;55126;16500
23;120;1;1;2;3.3;85516;17500
4;104;2;1;8;3.5;54719;16000
4;111;5;1;5;1.9;104388;6600
24;186;5;1;8;3.3;52980;16900
4;104;2;1;3;4;32485;19000
22;95;2;1;1;3.7;95790;8600
4;5;2;1;4;2.6;47287;10000
29;187;2;1;1;1.6;83565;5400
4;107;2;1;8;2.8;17914;10250
5;189;4;1;3;4.5;25144;30500
27;135;2;1;3;2.7;64682;11300
6;8;2;1;3;2.4;47473;15000
8;39;1;1;2;4.6;36553;20250
22;177;6;1;2;2;18924;15500
23;112;1;1;3;4;93112;23250
23;87;2;1;2;2.5;81105;7500
4;5;2;1;1;3.8;30472;12250
24;96;2;2;2;1;65983;9250
5;38;7;1;8;3.6;73437;18000
5;15;2;1;1;4.1;43986;7900
35;189;4;1;3;3;15640;96000
4;102;1;1;1;4.3;37515;15300
4;92;6;1;3;2.7;43943;8500
4;121;1;1;2;3.8;48202;19500
4;5;2;1;7;4.4;39215;12000
23;87;2;1;5;1.9;45957;11100
4;107;2;1;13;4.6;27096;10250
18;69;6;1;2;3.1;79673;7800
4;102;1;1;3;3.1;25235;16250
4;107;2;1;3;2.4;80429;8300
4;121;1;1;1;3.8;69268;17500
5;27;2;1;3;3.6;78416;8100
4;102;1;1;2;4.2;13761;18750
2;123;2;1;1;1.9;57943;30750
4;92;6;1;5;2.8;30842;10500
23;93;2;1;5;2.8;44746;11000
2;16;2;1;2;4;51630;18500
4;5;2;1;12;3.8;100301;8400
4;92;6;1;3;3.6;31287;11000
4;107;2;1;5;1.9;48887;7800
23;189;1;1;5;4.7;44968;45250
5;15;2;1;2;3.6;134319;4500
4;5;2;1;8;2.8;55991;10500
4;92;6;1;13;4.2;19621;12000
4;107;2;1;8;3.6;59597;9300
5;130;1;1;7;2.7;78175;12900
23;93;2;1;1;2.6;49997;10750
23;93;2;1;11;2.8;37086;9250
2;2;4;1;1;2.3;47318;14400
4;92;6;1;3;2.8;28736;10500
33;1500;26;1;5;4.4;101607;17800
33;1500;26;1;4;3.9;30647;14100
8;182;2;1;3;3.5;63796;14900
3;189;5;1;2;3.8;56306;8800
33;1500;26;1;5;4.1;97713;12250
5;9;4;1;5;2.7;65404;13500
2;124;3;1;1;4.4;19448;19000
22;95;2;1;2;1;33187;6800
5;9;4;1;3;2.8;91337;14200
23;108;6;1;4;3.4;41859;15500
4;104;2;1;3;4.3;30083;18000
4;121;1;1;2;3.5;53770;15400
4;92;6;1;3;3.5;29377;9500
22;95;2;1;1;3.2;60318;7700
23;94;14;1;1;4.2;44257;23000
4;104;2;1;2;3.3;31000;18250
4;102;1;1;5;2.9;55481;16500
23;99;2;1;13;2.7;74871;12500
9;125;1;1;5;2.8;80198;14600
4;29;2;1;3;3.3;52444;7000
22;95;2;1;13;1;82644;6200
7;129;2;1;4;2.7;80880;6100
31;155;2;1;2;2;153354;5600
7;143;25;1;1;2;140738;4100
7;143;22;1;1;2.8;107271;8750
27;141;11;1;5;1.9;120071;4700
14;190;1;1;3;2.8;109977;10500
15;59;2;1;3;3.5;34107;16750
4;107;2;1;5;2.8;43729;9100
31;158;11;1;5;3.3;82376;13500
31;153;2;1;5;3.5;120844;8800
14;173;1;1;3;2.8;96810;5800
11;30;2;1;3;3.8;60631;7700
23;178;1;1;2;3.7;76648;13900
18;69;3;1;4;4.1;25601;12250
4;5;2;1;5;2.6;82088;8800
13;163;3;1;3;4.6;25212;24750
22;177;2;2;13;1;102667;4700
4;109;7;1;5;2.8;160351;8500
7;148;1;1;3;3.9;89856;18600
7;129;2;2;1;3.8;90395;5400
17;70;2;1;1;1.9;73406;7000
7;127;1;1;3;1.9;86804;6700
9;37;1;1;1;4.2;100258;18250
20;151;5;1;12;3.2;99656;12400
23;113;1;1;3;3;67475;24500
14;55;1;1;5;3.4;66137;19200
4;5;2;1;3;2;53207;9600
31;158;11;1;3;2.4;68318;13250
31;153;2;1;2;2;47601;10300
9;165;2;1;8;3.8;69666;18200
22;177;6;2;3;3.6;104035;9200
23;93;2;1;1;2.6;105802;9000
15;83;1;1;3;3.4;57483;26250
23;87;2;1;1;2.9;41304;10300
31;153;2;1;5;2;71443;10000
23;103;15;1;1;2.6;86735;18000
14;55;1;1;4;2.9;62594;17500
15;56;2;1;3;3.9;33638;38000
15;68;2;1;3;3.1;61131;23250
20;82;1;1;1;3.8;42774;17500
17;70;2;1;3;4.1;65910;11000
7;143;22;1;5;1;87443;8600
15;68;2;1;1;4.3;43888;23500
15;56;2;1;3;3.6;41155;47000
31;155;2;1;1;2.3;64175;8100
15;56;2;1;13;4.6;51023;40000
23;87;2;1;5;2.5;38491;11100
9;37;1;1;5;2.8;126411;13000
7;129;2;1;8;3.6;49974;7700
7;143;22;1;1;4.7;61616;34250
14;73;1;1;12;3.4;95161;6600
4;121;1;1;12;3.5;40051;12500
31;155;2;1;5;3.4;92060;8400
23;120;1;1;1;2.2;112920;11300
31;157;1;1;1;4.7;72985;21000
13;163;3;1;12;4.1;45009;21000
7;143;19;1;1;2;90017;15000
1;72;2;1;1;3.9;47266;9000
15;59;2;1;1;2.8;32005;19000
14;55;1;2;5;1.9;106389;9900
22;176;1;1;1;4.3;89705;8600
4;111;5;2;8;2.9;109785;5000
31;158;11;1;1;2.7;79116;12500
17;70;2;1;2;3.7;75707;8400
16;58;1;1;3;4.4;31776;10100
22;95;2;2;1;1;88181;4500
1;72;2;1;5;3.1;45439;6400
25;174;5;1;5;2;85988;7300
22;98;6;1;1;3.1;65937;7100
7;12;2;1;2;3.1;71555;10500
14;73;1;1;12;3.9;77970;8900
7;129;2;1;10;1.9;57155;6100
7;143;7;1;1;3.9;75647;32000
7;127;1;1;3;3.5;83364;8200
7;146;13;1;5;3.4;125433;10500
3;177;1;1;1;4.3;47650;16000
7;154;3;1;4;3.4;56296;11400
23;87;2;1;11;3.6;39958;10500
22;165;6;1;1;4.8;72408;9400
31;153;2;1;3;3.7;55424;12500
7;127;1;1;2;4.3;51837;11000
7;143;19;1;8;1.9;19591;11000
6;17;5;1;3;2.8;78254;14250
7;154;3;1;1;1.9;99133;8600
32;161;1;1;1;4.4;43653;15100
4;63;3;2;4;3.9;71287;17500
31;153;6;1;1;4.5;29870;16750
7;143;19;1;3;4.9;22200;34250
22;177;2;1;13;2;130668;4600
4;107;2;1;4;2;94622;5500
11;30;2;1;5;4.2;33039;8500
31;153;2;1;8;3.2;39673;11700
17;70;2;1;2;3.3;85861;8250
23;120;1;1;3;3.9;91308;13400
7;129;2;1;1;1.9;106781;900
23;108;6;1;5;1.9;113815;10400
31;155;2;1;5;3.9;69743;9800
3;18;5;1;3;3.7;58477;18000
31;150;1;1;2;4;47337;16000
23;87;2;1;5;3.4;53075;10400
31;158;11;1;2;2.8;62522;13000
27;134;1;1;3;3.6;65963;8800
15;56;2;1;3;3.4;81926;31000
7;128;1;1;5;4.5;85379;14300
31;155;2;1;5;2.8;96183;8400
13;165;1;1;1;4.9;62838;28250
17;70;2;1;3;1.9;55628;7000
23;87;2;1;1;3.6;43285;11000
31;155;2;1;2;3.6;81054;9500
3;88;1;1;8;3.1;67725;15500
27;134;1;1;5;2.8;124914;6100
15;56;2;1;5;3.7;45188;36000
1;11;2;1;3;2.6;57354;7250
15;83;1;1;10;4.2;57938;21750
7;160;11;1;1;3;95910;7000
24;96;6;1;12;3.4;48391;10750
19;170;1;1;1;3.5;35561;28500
15;79;1;1;5;3.1;77517;16500
31;153;2;1;13;2.1;113560;6900
15;83;1;1;3;3.9;54812;26750
31;155;4;1;2;4.5;99975;8900
23;93;2;1;3;2.9;92671;9800
19;165;1;1;3;4.2;58341;17500
23;93;2;1;1;1.9;88599;8000
14;81;1;1;5;3.5;61334;13200
27;134;1;1;3;3.4;73745;8600
16;84;6;1;8;1.9;95457;4000
11;49;6;2;1;2;52373;3600
1;80;1;1;1;2.8;93899;7100
13;165;1;1;1;3.9;72694;25750
23;116;5;1;8;1;72930;4500
19;165;1;1;1;2.9;47273;15750
23;103;15;1;2;2.7;116604;14600
15;56;2;1;5;2.9;45527;43000
7;129;2;1;1;2.8;97238;5100
7;143;22;1;5;1;141217;9350
31;155;2;1;8;2.7;65214;8800
13;163;3;1;1;3.9;58266;21000
4;104;2;1;3;2;54197;10700
11;47;2;1;3;2.3;126592;2700
34;175;6;1;4;2.3;36244;3500
36;165;4;1;2;2.6;123631;3600
22;177;6;1;3;4.4;76639;11300
32;165;1;1;3;3;103138;17000
23;178;1;1;1;2.1;193409;7800
8;140;1;1;3;3.1;64944;28000
7;143;19;1;1;4.5;105312;17300
23;93;2;1;2;1.9;134995;7000
4;29;6;1;8;1.9;59665;4500
17;60;2;1;8;3.4;92488;7400
5;185;1;1;3;3.8;156406;14250
6;8;2;1;5;2.9;59602;16000
15;83;1;1;3;3.9;73291;24500
7;191;25;1;1;2;312235;2000
5;131;7;1;1;3.6;38822;20000
15;83;1;1;3;4.7;51714;27750
27;134;1;1;3;2.8;104123;5000
5;131;7;1;1;2.9;39498;21000
23;87;2;1;5;3.1;79618;8200
17;71;1;1;1;3.1;140689;8000
27;134;1;1;2;2.1;147998;4300
7;127;1;1;5;4.2;106874;7000
7;129;2;1;5;3.5;96588;7300
5;191;7;1;8;2.1;74387;16500
2;2;2;1;2;3.4;86571;11500
16;84;2;2;2;2.3;118427;6000
31;153;2;1;2;2.6;133309;7800
15;83;1;1;5;2.7;71108;18500
21;170;2;1;10;3.5;100856;13250
2;16;2;1;3;4.4;41128;17800
2;40;1;1;3;2.8;79957;18750
31;150;1;1;1;3.7;90637;11700
2;2;2;1;1;4.2;60755;14500
31;150;1;1;3;1.9;84832;9000
18;69;6;1;2;2;108096;4600
8;140;1;1;8;2.6;72247;25000
16;84;2;1;5;3.5;51521;7600
8;140;1;1;1;2.8;170960;15000
31;153;2;1;2;2.8;78127;11000
23;87;2;1;4;2;105473;4400
15;66;3;1;3;3.5;97527;14000
21;170;2;1;4;3.6;58637;18600
5;15;2;1;5;1.9;101928;5000
13;165;1;1;3;3.9;73176;23200
15;56;2;1;1;3.4;69781;30250
23;87;2;1;5;2.4;67321;7250
6;8;2;1;5;1;91671;7800
15;68;2;1;2;3.8;145017;9250
16;84;2;2;3;3;42211;10800
22;95;5;1;2;1.9;66069;8500
15;68;2;1;8;3.3;95620;12300
5;27;2;1;5;2.7;127609;4500
15;83;1;1;3;2.3;59751;19000
5;182;5;1;5;3.8;139959;3600
5;15;2;1;5;4.1;110430;6000
2;40;1;1;3;4;76020;16750
2;623;4;1;3;3.9;62568;30250
5;21;1;1;3;3.3;142899;12500
29;151;11;1;4;2.1;163365;3400
23;93;2;1;5;3.2;152263;6300
27;141;11;1;8;2.8;65049;9400
1;192;2;1;11;3.8;106090;3700
2;2;2;1;3;2.2;162746;6750
1;192;5;1;5;3.5;49995;6500
1;192;1;1;12;3.5;68114;9800
4;104;2;1;1;2.8;51560;13400
23;93;2;1;3;2;134470;7000
29;187;2;1;1;1.9;71042;4000
29;151;11;1;1;3.7;95305;5700
23;87;2;1;1;3.6;83334;9100
31;155;2;1;3;1.9;71988;7100
15;192;1;1;3;5;43506;66500
5;183;2;1;4;3.4;76092;3900
5;137;1;1;12;3;104184;4700
7;12;2;1;3;1.9;94354;3300
4;63;4;1;5;2.7;84969;13100
7;143;19;1;3;1.9;87659;15000
4;121;1;1;5;3.8;91971;12800
32;192;1;1;2;2.8;124516;10300
20;192;2;1;8;3.7;90270;10800
5;182;5;1;2;3.4;92302;5600
21;170;2;1;2;2;55314;13000
20;192;2;1;5;3.4;54466;15000
1;61;2;1;4;2;106229;2700
15;192;3;1;3;4.3;59589;15000
5;185;1;1;1;3.8;132335;15500
22;95;2;1;3;2.6;67232;11100
5;185;1;1;3;2.4;112297;16000
31;156;6;1;4;3.1;44016;8700
7;136;5;1;2;4.1;91190;13250
24;96;6;2;8;3.5;64423;15000
1;192;2;1;3;1.9;75430;3500
15;59;2;1;2;4.2;58123;17100
23;87;2;1;4;3.7;55475;7600
23;178;1;1;2;3.4;118067;9100
23;93;2;1;5;2.7;173082;6250
16;84;2;1;1;2.4;74656;8300
27;186;5;1;8;1.9;99593;4800
2;40;1;1;1;2.8;80986;16500
7;192;13;1;1;3;77473;11750
7;192;13;1;1;2;104102;10200
31;153;2;1;5;4.4;39080;12300
11;49;2;1;8;3.3;65121;5300
10;167;2;1;1;2.5;91966;13000
2;40;1;1;3;2.9;82850;18750
31;153;2;1;10;2.8;74029;12000
2;123;2;1;1;3.6;63409;27500
27;184;4;2;1;4.4;68356;18500
24;96;6;2;8;2.8;106044;12500
5;191;7;1;3;3.2;78653;24500
31;158;11;1;8;2.4;87540;12500
15;56;2;1;5;3.7;67439;24000
2;2;2;1;1;3.3;91084;11600
1;11;2;1;12;2.9;77200;6000
31;155;2;1;5;3;1;1000
7;129;2;1;5;2;97159;3300
23;87;2;1;5;2.3;108512;6100
11;47;2;1;2;3.1;93344;5900
4;121;1;1;2;2.5;119943;8500
22;95;2;1;1;3.5;53435;8900
8;165;2;1;1;2;103052;9000
29;151;11;1;10;2.8;89624;7000
31;156;6;1;3;4;124009;5800
1;192;2;1;5;3;114879;4200
23;87;2;1;3;2.9;125068;5300
15;83;1;1;3;3.4;71559;18300
22;95;2;1;3;2.2;64829;5400
4;5;4;1;2;4.2;75697;10300
18;69;6;1;1;3.9;60249;8400
23;108;6;1;2;3.5;82294;11000
18;69;6;1;5;4.1;65531;8000
5;147;13;1;3;3;87068;11400
31;165;7;1;5;3.3;117101;9200
7;165;7;1;2;3.5;75558;29000
2;2;2;1;3;2.7;91100;9500
5;15;2;1;8;3.7;110202;5500
27;193;5;1;4;2.6;138985;2900
31;153;2;1;2;4.3;76120;12500
27;165;1;1;3;4.1;135722;4500
7;128;1;1;4;3.4;84486;9100
7;143;22;1;1;2.4;102437;7500
5;15;2;1;5;2.7;97504;5100
2;2;4;1;5;2.2;112268;10250
6;8;2;1;13;2.9;103496;7300
3;1770;2;1;2;2.8;90257;3500
27;135;2;1;1;3.9;113097;8600
29;187;3;1;1;2.6;81907;4500
5;165;2;1;2;1.9;90909;2900
6;177;1;1;2;2.5;101633;12300
27;193;5;1;3;3.2;98721;5300
31;153;4;1;4;2.6;106521;5600
5;191;7;1;2;3.7;106237;14000
2;16;2;1;3;3.4;83376;14400
31;155;4;1;3;1.9;75464;7400
31;153;2;1;2;4.1;108561;10200
7;12;2;1;5;3;100528;3700
6;165;6;1;3;3.8;60542;18300
27;126;2;1;3;3.5;132932;4000
27;186;5;1;12;2.9;112455;3900
18;69;6;2;10;2.8;72700;6500
8;182;2;1;3;3.3;110201;12100
6;32;2;1;3;2.4;146426;8000
18;69;6;1;8;2;84051;4400
7;138;7;1;1;1.8;88389;6800
2;2;4;1;8;2.8;90017;13000
29;187;2;1;5;2.8;112983;3550
7;191;22;2;2;2;96371;6900
2;16;2;2;3;1.9;115502;8900
9;37;1;1;5;2.9;85284;17500
2;2;2;1;2;4;72847;10500
31;153;2;1;3;2.9;166787;6400
31;155;2;1;2;2.6;86147;6100
32;164;1;1;1;4.4;67896;16300
2;40;1;1;2;2.9;68037;17500
29;151;11;1;8;3;43317;5400
2;123;2;1;2;3.8;112412;10900
2;16;2;1;3;4;81317;14500
27;165;26;1;5;3.5;115275;10000
5;131;7;1;4;3.8;63421;36000
27;186;5;1;3;2.5;129071;2500
2;2;2;1;5;3.9;77581;12000
5;38;21;1;3;1;105850;8900
31;153;2;1;10;2.5;114179;8600
27;135;2;1;3;1;118546;5800
5;38;25;1;8;2;166212;3400
5;27;2;1;11;2.9;84281;6300
27;193;5;1;1;3.5;108698;6100
7;127;1;1;4;2.6;86546;5900
2;40;1;1;3;2.7;64115;15750
7;132;7;1;1;3.7;180795;16500
29;165;5;1;1;2.4;102192;2900
2;623;4;2;3;1.9;107410;19000
27;193;5;1;5;1;81971;2800
2;16;2;1;5;4.1;94593;11250
2;16;2;1;2;2;96477;5800
5;15;2;1;1;1.9;170680;3000
8;182;2;1;4;2.8;79004;10700
7;12;2;1;1;2.1;135414;3700
27;135;2;1;3;4;105647;9700
5;149;7;1;3;2.9;57280;13500
27;141;11;1;1;3.6;95543;6300
27;165;1;1;8;2.4;86767;8500
7;143;7;1;1;2.9;57196;16300
31;158;11;1;1;4.7;76168;15000
27;126;2;1;1;2.7;73252;3800
32;181;7;1;1;4.2;54733;24250
9;122;2;1;5;3.1;134286;8600
27;165;26;1;3;2;127791;7000
27;165;25;2;2;3.4;54520;7100
5;149;7;1;8;3.5;111166;10500
29;300;2;1;2;2.9;138543;4900
5;15;2;1;1;2.6;198177;2000
7;148;1;1;2;3.4;82356;14100
31;155;4;1;2;2.5;95678;6300
2;180;3;1;2;3.5;106935;9900
29;165;5;1;1;3.8;114074;3700
2;16;2;1;1;4.3;36619;19250
32;192;1;1;5;3.6;99911;10900
2;40;1;1;2;4.1;80783;16800
31;158;11;1;2;1.9;72528;9600
18;69;6;1;2;3.5;75393;8100
5;185;1;1;2;3.7;108071;14600
32;192;1;1;5;2.8;76885;11200
9;122;2;1;2;3.6;97982;11250
31;153;2;2;2;2.4;103529;8000
22;186;11;1;5;2.9;99711;6000
31;155;2;1;5;1;1;1300
32;165;1;1;3;2.9;136703;13400
32;192;1;1;1;3.5;124508;10250
7;143;22;1;1;2.8;105527;8500
6;165;2;1;5;2.9;131245;17500
27;135;2;1;5;2.1;129660;6000
2;40;1;1;3;3.6;71100;19750
31;153;2;1;5;3.2;131759;8300
7;129;4;1;3;2.6;73190;4000
27;126;2;1;2;1.9;117197;3500
29;300;2;1;1;1.9;1;1300
2;2;4;2;2;2.6;99109;12900
5;137;1;1;8;2.8;108423;3100
27;135;2;1;5;3.5;70346;9700
5;21;1;1;1;3.8;91902;15500
22;165;6;2;2;2.7;89903;4800
5;185;1;1;1;1.9;95079;16000
7;132;7;1;5;4.1;52845;30250
31;153;4;1;5;1.9;50485;6600
2;2;2;1;3;3.4;84752;10300
27;165;26;1;1;2;62613;10250
2;179;1;1;8;4;61934;10500
7;143;22;1;3;2;64783;10600
32;181;7;1;1;2.6;82034;35500
27;135;2;1;5;2.6;127497;7300
31;153;2;1;5;4.1;73477;11200
29;151;11;1;8;2.8;128342;7100
31;153;2;1;3;1.9;88738;8100
29;165;5;1;1;2;91111;2450
22;95;2;1;2;1;93864;5000
5;185;1;1;8;1.9;99589;15000
5;149;7;1;1;1.9;84157;11800
7;129;2;2;3;2.8;139311;3800
7;143;22;1;1;2.4;128624;8800
7;12;2;1;1;2.1;119779;4000
31;156;6;1;8;1.9;93589;5000
7;143;19;1;1;3.1;132553;11100
