make;model;body;transmission;color;condition;odometer;price
13;42;9;1;2;3.5;29586;22750
18;69;6;1;8;3.6;26865;14250
15;59;2;1;1;4.8;32711;23500
18;69;6;2;4;3.9;48311;13000
13;62;2;1;3;4.2;29321;26000
14;166;1;1;5;4.3;29745;15750
18;69;6;1;8;3.7;43544;12300
13;62;2;1;13;2.7;18725;29500
21;170;2;1;1;4.8;28823;32000
18;69;6;1;8;3.8;27277;13500
15;68;2;1;13;4.1;28489;29000
14;173;1;1;1;3.7;142823;5900
13;42;9;1;11;3.3;32906;21000
1;72;2;1;2;2.6;77875;6500
15;59;2;1;13;3.8;34087;20000
13;42;9;1;2;4;42171;20250
18;69;6;1;4;4.5;28376;14000
13;62;2;1;2;3.4;31389;25500
19;85;1;1;1;4.5;30055;34500
18;69;6;2;10;4.3;4975;18250
13;42;9;1;1;4.2;28412;21250
17;70;2;1;2;3.7;64821;9500
4;5;2;1;2;2.5;35691;10500
15;56;2;1;13;3.3;40158;40500
4;107;2;1;3;3.6;33730;10400
15;171;3;1;5;3.9;26776;20500
4;92;6;1;13;4.6;39384;12000
4;5;2;1;11;4.6;37161;12250
4;5;2;1;4;3.5;61267;9800
33;1500;25;1;1;3.6;81338;10000
4;5;2;1;1;3.8;36353;12000
4;5;2;1;8;2.5;77489;8000
23;99;2;1;3;3.5;48994;17000
4;104;2;1;8;1.9;57933;10000
4;5;2;1;8;2.9;53958;10000
4;5;2;1;1;2.6;41233;10400
4;5;2;1;13;3.8;48019;11600
4;5;2;1;3;2.9;39056;12600
4;5;2;1;3;4.5;35285;12700
4;29;6;1;5;2.5;32712;8100
4;5;2;1;1;3.6;40330;11500
4;173;13;1;1;1.9;137729;10500
4;104;2;1;3;2.1;30786;15000
24;96;6;2;8;3;27182;23750
23;93;2;1;4;4.3;59349;15600
4;5;2;1;13;4.2;41516;13500
4;5;2;1;2;3.5;39109;10400
4;107;2;1;1;2.8;76716;7400
4;115;1;1;3;2.7;70973;26000
4;174;4;1;2;3.7;20307;61000
4;92;6;1;3;2.8;21393;11250
15;83;1;1;1;4.4;18266;37500
15;83;1;1;2;4.6;29338;34000
4;5;2;1;1;3.5;68499;10500
4;29;6;1;3;3.1;58768;8400
15;83;1;1;2;3;54184;28500
4;92;6;1;13;4.6;37937;10750
15;83;1;1;2;3.5;57821;27750
26;105;1;1;3;3.9;49086;38750
4;115;1;1;5;3.3;33561;24000
4;5;2;1;1;4.3;26506;14750
26;118;2;1;2;4.1;49288;49750
23;93;2;1;3;2.8;52277;12900
4;5;2;1;2;4.3;12490;15000
24;119;1;1;2;2.3;32594;16000
33;1500;26;1;1;4.4;52039;17300
4;5;2;1;13;3.9;31174;12250
26;118;2;1;4;3.8;29549;51500
25;174;6;1;12;3;19565;13000
15;83;1;1;3;2.4;59940;25000
4;5;2;1;3;4.4;45196;12200
4;5;4;1;8;2;26390;10200
26;105;1;1;2;4.6;42303;41500
4;107;2;1;8;1.9;61044;5000
15;56;2;1;3;2.9;63968;31250
4;5;2;1;4;2.9;60716;9100
4;5;2;1;1;1.9;37887;19000
4;5;2;1;13;4.1;25209;15400
15;56;2;1;2;4.2;34751;37500
15;83;1;1;2;3.5;60646;26250
4;5;2;1;7;4.1;40578;12000
15;56;2;1;13;3.5;38680;41750
4;5;2;1;8;3.7;25317;13000
15;83;1;1;3;3.8;61663;26801
33;2500;7;2;1;4.6;31537;36000
4;5;2;1;1;4.4;13853;13250
26;911;4;1;3;4.4;16480;72500
4;5;2;1;5;4.1;60795;12500
4;5;2;1;1;4.3;52004;11250
4;92;6;1;1;3.9;18201;12500
4;5;2;1;13;4.3;34336;12000
4;5;2;1;3;3.6;61281;9800
4;5;2;1;1;3.9;20829;13250
4;5;2;1;1;3.5;33732;12500
15;83;1;1;13;3.8;58460;27750
4;29;6;1;1;4.2;41746;9300
4;102;1;1;1;4;26320;16000
4;5;2;1;1;3.6;26203;13000
4;5;2;1;3;3.7;31843;15250
4;5;2;1;1;3.9;44525;11500
4;5;4;1;1;4.4;11015;15250
4;5;2;1;1;4.3;34554;14750
4;5;2;1;1;4.1;22467;13000
26;118;2;1;6;4.1;38926;50500
25;174;5;1;5;3.5;18257;12700
26;105;1;1;2;4.3;27043;44500
4;5;2;1;1;2.7;98380;8250
16;175;2;1;5;2.5;48910;9500
4;5;2;1;1;3.7;21689;12000
4;5;2;1;1;2.9;45473;12100
23;93;2;1;3;2.9;82708;12200
4;5;2;1;13;3.8;45288;11250
4;109;17;1;1;2;227606;5100
4;5;2;1;1;4;44039;12900
4;5;2;1;13;3.8;65320;10250
15;68;2;1;3;3.8;46114;24000
15;56;2;1;3;3.5;36395;43500
4;5;2;1;13;2.5;21756;11250
4;5;2;1;1;2.6;40281;11250
15;83;1;1;1;2.8;53595;32000
4;5;4;1;2;3.6;50358;12000
4;115;1;1;2;2.4;33829;24000
4;5;2;1;1;4.2;74249;10250
4;5;2;1;13;2.1;34994;11100
4;92;6;1;13;4.4;16312;12750
4;5;2;1;7;3;14887;11500
16;65;1;1;2;3.9;28647;11200
4;5;2;1;1;3.6;20526;12500
15;83;1;1;3;3.4;59472;28901
4;5;2;1;13;3.7;25195;12000
16;58;1;1;8;2.6;44491;13000
4;102;1;1;2;3.6;25635;15250
4;5;2;1;1;2.1;26220;10750
4;5;2;1;1;3.5;11951;13700
24;96;2;2;8;2.7;36323;20800
4;92;6;1;5;4.5;38247;9000
4;92;6;1;3;4.8;26920;12000
4;5;2;1;3;3.4;66364;10500
4;5;2;1;13;3.7;36688;12400
4;107;2;1;3;3.5;34155;10400
4;92;6;1;3;3.4;19395;11000
4;29;6;1;4;2.9;33641;9600
4;102;1;1;4;2.9;41350;14000
4;5;2;1;2;4.3;18891;15500
4;5;2;1;1;3.2;40401;12200
24;114;2;1;2;2.9;69460;12500
15;83;1;1;5;4.5;68895;25000
16;58;1;1;3;4.2;37816;12600
4;102;1;1;5;2.6;56424;12250
15;83;1;1;2;3.1;60981;26250
4;109;7;1;3;2.1;81015;13300
15;83;1;1;2;2.2;42503;29750
15;83;1;1;2;2.7;55050;27900
4;5;4;1;5;3.4;26958;13500
4;5;2;1;1;4.1;53345;8400
15;83;1;1;1;4.6;18330;36750
4;5;2;1;1;4.5;27499;13000
4;102;1;1;3;4.1;44066;14250
4;5;2;1;1;2.8;59724;10600
4;5;2;1;13;4.8;33533;12500
4;92;6;1;3;4.8;13406;12900
4;92;6;1;3;4.4;33846;12100
4;107;2;1;5;3.7;71281;9100
4;5;2;1;1;3.9;52631;11900
4;5;2;1;1;3;43615;10000
15;83;1;1;2;1.9;64548;23500
15;83;1;1;3;2.7;60867;26500
4;104;2;1;13;3.1;55684;16500
15;83;1;1;3;4.2;59052;30250
23;93;2;1;5;2.8;28605;15200
4;5;2;1;1;2;27826;11000
4;5;2;1;5;2.3;31702;10250
4;92;6;1;8;4.1;35541;11000
4;5;2;1;1;2.6;29636;10750
33;1500;26;1;5;4.5;62646;15750
4;5;2;1;13;3.8;36396;12400
4;29;2;1;8;4.4;53923;8200
34;175;6;1;5;4.4;39963;7250
4;5;2;1;3;4.1;6265;13000
4;5;2;1;1;3.2;23090;12750
2;2;4;1;1;2.8;31272;21750
2;2;3;1;3;3.9;31946;27000
2;2;2;1;3;4;52875;18000
2;2;2;1;3;4.3;31315;20750
2;2;2;1;2;4.6;11802;23000
2;16;2;1;3;4.3;40276;28600
6;8;2;1;3;2.6;34058;16000
23;87;2;1;1;2.1;60316;8300
22;175;2;1;3;1;31165;11500
2;2;2;1;2;4.3;42012;25500
2;2;2;1;8;4.2;33322;20000
2;2;2;1;10;4.3;13579;20500
23;108;6;1;12;4;36550;16300
2;2;2;1;1;4.4;23723;28500
3;3;2;1;2;2.9;32782;15700
2;176;6;1;2;3.9;22507;31500
2;2;2;1;2;4.1;29856;22000
2;2;2;1;2;4.9;24496;20500
2;2;2;1;3;3.5;17914;22250
3;177;1;1;3;3.4;32783;23000
9;125;1;1;2;2.5;60189;18100
2;2;2;1;8;3.9;38514;21000
2;2;2;1;1;4.8;24949;22250
6;177;4;1;1;2.6;77489;20250
3;3;2;1;1;4.1;60252;14750
2;2;2;1;1;4.5;10492;30000
2;2;2;1;3;3.6;43616;19000
23;120;1;1;8;3.8;31180;21500
22;176;1;1;1;1;27673;11300
2;2;3;1;3;4.5;13179;31750
2;2;2;1;3;3.6;28727;20750
2;2;2;1;3;4.4;43583;19250
2;2;2;1;1;4.3;36736;20000
2;16;2;1;2;2.7;47803;26000
2;2;2;1;1;4.4;31517;26250
2;2;2;1;1;3.4;26258;20500
2;16;2;1;3;4;22808;27500
2;2;2;1;3;3.8;17332;22250
2;2;2;1;3;4.3;25000;22500
2;16;2;1;3;4.7;55951;23300
2;2;2;1;2;3.4;61948;17000
2;2;2;1;2;3.6;57023;17000
2;2;2;1;3;4.3;30673;21000
2;2;2;1;1;4;56559;17250
2;2;2;1;1;3.1;29482;15000
23;87;2;1;1;3.4;61702;10100
2;2;2;1;2;3.5;27154;21500
6;13;1;1;2;3.6;68316;25000
3;88;1;1;3;4.4;65779;15500
2;2;2;1;3;3.8;17962;22500
23;120;1;1;5;2.8;31143;24000
22;177;6;1;4;1;33529;12200
2;2;2;1;3;4.5;27335;25000
2;2;2;1;3;3.7;37846;16600
2;2;2;1;1;4.2;40691;18750
3;3;2;1;5;4.1;16965;19000
2;2;2;1;2;4.3;54792;17500
22;86;2;1;3;2.6;51490;10500
2;2;2;1;2;4.9;25219;21500
6;177;2;1;2;3.9;34952;29250
2;623;2;1;3;2.9;20585;44000
2;2;2;1;1;4.7;30014;19500
2;2;2;1;1;3.7;31324;20500
2;2;2;1;1;3.7;39447;21750
2;2;3;1;1;2.9;28153;28000
2;2;2;1;3;4.4;75058;20650
2;2;4;1;1;3.8;21150;22250
2;2;3;1;3;3.4;28610;25000
2;123;2;1;3;4.2;62079;27750
2;623;3;1;13;3.9;37097;38500
3;3;2;1;4;3.5;30389;15400
2;2;2;1;1;4;30889;21750
2;2;2;1;3;4.5;14893;23000
2;2;2;1;1;3.8;45284;25750
2;2;2;1;2;4.6;40027;24000
23;103;15;1;3;2.9;91015;19750
2;2;2;1;3;3.9;44401;19500
2;2;2;1;3;4.9;10609;23250
2;2;2;1;1;4.3;30669;22750
2;2;2;1;3;2.7;34599;21700
23;108;6;1;2;2.8;41155;14700
22;177;2;1;1;3.7;30759;14400
2;16;2;1;2;3.1;25061;29500
2;2;2;1;2;3.4;19170;20300
2;2;2;1;1;4.5;31602;20500
3;3;2;1;5;4.4;24019;22000
23;87;2;1;5;1.9;42726;9700
2;2;2;1;1;3.4;49485;18500
2;16;2;1;8;2;115139;16200
2;2;5;1;1;4.4;32741;24750
2;2;2;1;1;4.5;14055;21100
2;2;2;1;3;4.2;30107;21750
23;87;2;1;13;2;55703;8500
22;177;6;1;8;4.2;24240;16300
3;3;2;1;4;2.6;48565;12500
2;2;2;1;3;3.7;23281;21000
2;2;3;1;1;2.4;31572;23500
2;2;2;1;3;3.9;17258;22750
2;16;2;1;2;3.9;17456;28500
2;2;2;1;3;3.5;27588;20500
9;37;1;1;3;2.8;39739;25250
2;2;4;1;3;4;62300;16800
23;87;2;1;5;4.4;55665;10500
3;3;2;1;2;3.7;19529;16000
2;16;2;1;1;2.8;38678;28000
23;93;2;1;4;4.3;54649;17250
2;2;2;1;1;4.3;26844;21000
2;2;2;1;3;3.6;34391;20500
2;2;2;1;1;4.2;42886;18000
3;3;2;1;8;4.3;36438;16000
22;98;6;1;1;1;28750;11200
2;2;2;1;3;4.4;24382;23000
6;177;1;1;3;3.8;79245;28500
2;2;2;1;3;4.6;42173;19500
6;20;3;1;2;2.6;35177;29750
2;2;3;1;1;3.8;49765;29000
23;120;1;1;2;4.4;83985;26000
22;95;2;1;2;1;29802;8400
22;95;2;1;13;1;18083;9500
2;2;4;1;3;2.7;30517;19750
6;13;1;1;1;4.8;39717;28500
22;177;2;1;3;3.7;26245;16500
2;16;2;1;1;2.1;58778;26250
2;2;2;1;3;4.1;42405;25750
2;2;2;1;8;4.3;39120;19500
23;93;2;1;13;4.4;27262;18200
2;2;2;1;1;3.9;22843;22250
2;2;2;1;8;4.3;36808;17900
2;2;2;1;2;3.7;20363;19500
22;95;2;1;13;1;15820;8500
23;89;11;1;1;2.8;34357;16600
2;16;2;1;8;2.8;79848;20800
2;2;4;1;4;1.9;29939;17000
2;2;2;1;2;3.7;34693;20500
2;2;3;1;3;4.1;24708;29000
2;2;2;1;3;4.4;29792;20500
22;95;2;1;13;1;29808;7800
2;16;2;1;6;3.9;39277;27500
2;2;2;1;3;4.2;24856;28250
2;2;2;1;2;4.2;20062;21500
23;178;1;1;2;1.9;35166;8200
2;2;2;1;1;4.4;31979;23000
2;2;3;1;1;3.4;41971;29000
2;2;4;2;1;4;29992;22250
2;2;2;1;3;4.5;49117;23000
2;16;2;1;7;4.3;39422;28750
9;122;2;1;3;3.5;30431;16800
2;2;2;1;2;4.5;36389;21500
2;2;2;1;3;3.1;31785;21250
23;103;14;1;1;4.2;45514;21400
22;95;2;1;1;3.7;64675;8500
2;2;2;1;3;2.9;25764;18600
2;2;2;1;1;4.8;27985;21750
2;2;3;1;3;3.4;22819;30250
2;2;2;1;3;2.9;25339;21250
3;18;5;1;1;4.8;27057;26750
2;2;2;1;2;3.7;36073;19500
3;3;2;1;1;2.2;20697;15750
2;2;4;1;4;2.8;34092;18500
22;95;2;1;13;1;31935;7700
2;2;2;1;2;3.5;35158;18900
22;95;5;1;1;4.3;91794;8100
2;2;4;1;2;2.1;49662;18000
22;177;6;1;2;3.6;51067;15250
2;2;2;1;3;4.4;26145;21250
2;2;2;1;1;4.1;46979;23000
2;2;2;1;3;3.4;29798;20500
2;2;2;1;4;3.9;26763;22000
2;2;2;1;2;3.9;46565;17300
6;17;5;1;13;2.7;43098;16000
2;16;2;1;8;3.8;51203;26500
3;3;2;1;2;2;52925;12750
22;176;1;1;13;1;15750;13900
2;2;2;1;3;4.6;46258;22250
2;2;3;1;3;4.3;40681;30000
2;2;2;1;1;4.8;27373;18500
2;16;2;1;3;4.6;21645;34500
2;2;3;1;2;4.6;30816;23500
2;2;2;1;8;4.4;29932;20500
2;2;2;1;3;4.3;30185;20500
3;3;2;1;1;4.2;43827;16500
2;2;2;1;1;4;35905;20250
2;2;2;1;1;4.7;50414;18000
23;165;6;1;10;3.7;46288;22200
23;87;2;1;2;3.2;46204;10900
6;8;2;1;2;1;42301;14100
3;88;1;1;3;4.2;49150;17000
2;2;2;1;3;3.6;36996;19500
2;2;2;1;3;4;24304;21750
7;12;2;1;3;2.9;88759;6100
13;42;9;1;2;4.4;42648;17000
27;135;2;1;2;2;71171;12250
13;42;9;1;1;3.5;39834;17000
13;42;9;1;3;4.2;31234;18500
13;42;9;1;3;3.5;31757;17000
13;42;9;1;3;3.6;28066;17000
29;200;2;1;8;1.9;78503;7300
5;137;1;1;2;2.7;29994;12500
7;127;1;1;1;3.9;95391;9750
7;133;2;1;5;4.1;73147;6800
7;128;1;1;1;4.7;27219;21400
2;179;1;1;6;4.1;37428;25250
5;38;21;1;8;3.7;106535;12750
31;153;2;1;2;3.3;29864;13400
31;153;2;1;8;3.9;32555;12800
31;165;6;2;3;2.7;53684;8800
7;143;19;1;5;3.5;62174;20900
13;42;9;1;2;2.4;33501;14000
11;47;2;1;1;4.3;49429;11600
29;300;2;1;3;2.6;22319;20000
5;27;2;1;5;3.1;53919;9500
27;141;11;1;1;2.5;41605;8100
13;42;9;1;2;3.4;32832;17500
7;12;2;1;2;1.9;96063;5400
11;44;1;1;1;3.9;46390;13200
7;143;22;1;3;3.7;29711;27100
13;165;1;1;3;4;44993;23250
2;40;1;1;3;2.9;38650;25000
7;128;1;1;3;3.3;43357;19000
5;21;1;1;2;3.6;110465;21500
7;12;2;1;1;4.1;88004;8750
13;42;9;1;2;3.7;25606;17500
2;40;1;1;13;3.8;39989;33750
13;42;9;1;8;3.6;37823;16500
5;130;1;1;5;4.1;110618;11300
11;47;2;1;3;3.6;38781;12600
32;181;21;1;5;2.7;31185;18000
7;154;4;1;3;3.9;34154;16000
7;160;11;1;1;4.3;115751;8600
13;42;9;1;1;2.9;32303;15750
2;623;2;1;2;2.4;30463;38500
12;182;2;1;5;3.7;67592;13300
5;182;5;1;1;3.4;102539;6400
7;128;1;1;5;3.9;27355;7750
5;15;2;1;1;3.5;82905;6400
7;12;2;1;3;4.5;36395;10000
7;143;25;1;4;3.9;67718;11800
31;153;2;1;2;2.9;26920;12600
31;153;2;1;3;1.9;16545;11000
31;153;6;1;5;4.1;66829;15000
7;128;1;1;3;2.3;37826;17300
5;131;7;1;1;3;113585;30000
13;42;9;1;3;3.5;35358;17000
7;127;1;1;13;4.1;57710;12600
11;47;2;1;1;4.5;79131;11500
13;42;9;1;1;4.8;34378;17250
5;130;1;1;2;3.5;67807;15600
11;46;2;1;3;3.7;36047;26000
2;179;1;1;1;4.7;24192;28500
11;47;2;1;5;4.6;39274;11800
12;182;2;1;3;3.7;38455;18250
11;30;2;1;1;1.9;124177;5400
13;42;9;1;3;3.4;31594;17000
31;150;1;1;2;2.2;39743;12600
13;42;9;1;1;2.9;38011;17000
8;182;2;1;3;3.5;47795;16250
7;143;22;1;1;3.6;91626;13300
8;39;1;1;3;4.4;45192;22750
31;156;6;1;2;4.2;62552;10100
13;42;9;1;3;3.6;44878;16750
13;42;9;1;8;2.8;21770;15500
13;43;1;1;2;2.8;54910;24000
27;165;1;1;5;3.7;23189;12400
11;45;2;1;3;3.1;83933;13000
8;150;1;1;3;4.3;53639;35000
5;185;1;1;2;3.6;68858;22750
27;184;4;1;2;4.3;75407;14500
8;165;2;1;3;3;56276;28500
13;165;1;1;8;3.4;18246;22500
7;143;19;1;1;3.6;90598;24250
13;42;9;1;2;2.6;41651;14500
13;42;9;1;1;4.3;15670;18500
7;127;1;1;3;2.5;48990;10200
11;45;2;1;5;4.2;62438;15000
7;136;5;1;2;3.6;78735;16750
13;42;9;1;1;4.6;29181;18250
5;27;2;1;1;2.7;75551;6500
5;9;4;1;1;4.5;31736;16200
11;46;2;1;5;3.8;38964;25500
13;42;9;1;2;4.3;42567;17000
8;39;1;1;1;4.3;44622;23250
7;143;19;1;8;3.9;181395;12250
31;153;2;1;2;1.9;40757;11600
7;12;2;1;13;3.9;101742;6800
7;143;22;1;3;2.1;48577;14250
12;182;2;1;7;2.6;47414;10000
27;141;11;1;1;3.3;90811;7100
5;137;1;1;1;4.2;89376;8900
13;42;9;1;2;3.5;19916;18750
11;30;2;1;5;3.9;42419;11700
13;42;9;1;2;3.9;17236;18500
7;12;2;1;3;3.6;41665;12000
7;162;2;1;13;3.6;81160;11750
7;136;5;1;1;3.1;103584;11300
11;46;2;1;2;3.5;37173;25800
7;127;1;1;3;4.1;40204;20250
5;130;1;1;2;2.9;46706;14900
13;165;1;1;3;4.4;39118;23500
11;47;2;1;1;2.5;102884;8400
5;137;1;1;1;3.8;49945;13500
31;155;2;1;5;2.3;60305;8600
7;154;3;1;2;3.2;51850;12750
29;300;2;1;8;3.8;34994;16250
11;44;1;1;8;3.9;25305;12000
31;150;1;1;1;3.8;39379;17800
11;47;2;1;3;2.3;70093;10300
5;130;1;1;5;2.6;25305;18500
2;24 62;1;1;8;4.3;20131;51000
7;191;25;1;1;3.1;63943;10200
29;300;2;1;1;4.5;61030;18800
5;130;1;1;2;3.6;62184;13500
13;42;9;1;1;4.1;33493;18000
7;133;6;1;9;2.8;42971;9000
5;27;2;1;8;3.5;38609;9500
31;153;2;1;1;3.3;42629;13300
2;40;1;1;2;3.8;72841;27750
13;42;9;1;3;3.7;35378;17000
7;129;2;1;2;2.9;88326;6900
13;42;9;1;2;4.1;45179;17000
5;147;13;1;1;1.9;89928;10500
7;128;1;1;3;4.3;31519;23300
7;138;1;1;2;3.8;75162;17500
7;144;20;1;1;2;104702;9200
31;165;6;1;1;3.6;92485;8800
11;44;1;1;8;4;34104;12400
2;40;1;1;3;2.7;109626;23500
7;12;2;1;3;2;55866;12100
7;143;22;1;3;4.5;28696;22000
8;165;27;1;5;4.2;30066;38750
7;143;7;1;1;2.8;116307;9200
29;151;11;1;1;4.2;15452;16400
8;150;1;1;5;2.9;52462;35000
13;42;9;1;2;3.8;38225;16500
7;12;2;1;5;3.9;68000;10400
13;43;1;1;8;4.3;30140;28000
5;27;2;1;1;4.2;26321;11500
13;43;1;1;6;3.4;48901;28250
13;42;9;1;2;4.1;35292;18250
11;30;2;1;5;2.1;73792;8000
32;192;1;1;3;4.2;25234;19000
31;155;2;1;4;4.2;35122;11900
13;41;8;2;2;3.9;37613;23000
5;130;1;1;2;3.7;47221;15300
13;42;9;1;3;3.6;38975;17000
5;182;5;1;2;2.5;87230;5700
7;12;2;1;13;3.4;64713;10800
5;182;5;1;5;4.2;87257;6800
5;130;1;1;5;2.3;48114;14200
13;165;1;1;2;2.8;37909;21000
2;40;1;1;2;4.1;41298;27750
7;12;2;1;8;4.1;88131;9000
7;128;1;1;8;3.3;45968;19800
13;165;1;1;1;4;29866;25500
2;40;1;1;3;3.7;35226;33500
7;143;19;1;2;4.1;71995;21800
32;164;1;1;3;3.5;26430;35750
5;27;2;1;13;3.7;56866;10100
27;165;1;1;3;3.4;67528;11900
5;15;2;1;2;2.6;79243;8100
5;9;4;1;1;4.3;15189;20750
5;137;1;1;6;3.8;24779;20500
11;47;2;1;8;3.7;61750;10000
8;142;18;1;1;2.7;47810;20000
31;153;4;2;3;3.5;44102;11000
27;135;2;1;12;3;58165;14900
7;162;2;1;2;3.7;75442;10300
2;40;1;1;3;4.2;51126;28250
7;143;7;1;1;2.4;117084;13100
13;42;9;1;2;4.6;32637;17000
5;9;3;1;3;3.8;32841;18800
7;12;2;1;2;2.2;89361;5700
31;157;1;1;3;3.8;112274;16900
32;161;1;1;3;4.5;41811;15500
31;157;1;1;3;2.4;58762;18200
31;155;4;2;3;2.9;58395;13000
11;47;2;1;5;2.4;71195;10000
8;140;1;1;2;4.2;40009;38250
11;47;2;1;5;3.7;54419;11300
5;182;5;1;5;3.1;107036;5300
5;131;7;1;1;2.8;51189;22750
7;133;2;1;3;2.3;49543;5000
5;27;2;1;5;3.4;112196;6200
29;200;2;1;4;3;28278;12100
27;141;11;1;5;4.3;41633;15100
27;141;11;1;4;2;24313;12700
29;151;11;1;4;1;33836;11200
29;151;11;1;1;3.2;38641;20800
29;151;11;1;4;4.1;43064;20500
5;15;2;1;4;1;8195;14000
5;185;1;1;1;2.9;33120;30500
5;165;2;1;3;2.7;19069;11500
27;141;11;1;1;3;25496;15500
5;21;1;1;3;4.7;40391;41200
27;141;11;1;1;4;26182;15750
29;151;11;1;13;3;15298;19000
27;141;11;1;3;4;29558;15500
27;141;11;1;13;3;20406;16100
29;200;2;1;3;5;9799;15200
27;135;2;1;1;3;28113;16600
27;141;11;1;1;4.2;41508;19100
29;300;2;1;13;3;24870;22600
27;141;11;1;3;4.2;41512;16400
29;151;11;1;7;3;17537;19400
27;165;2;2;3;4.3;12356;13900
5;27;2;1;2;1;20545;12000
5;15;2;1;3;2;6663;13000
27;141;11;1;13;3;13792;17200
29;151;11;1;1;2;27457;18800
27;141;11;1;13;3;23468;15750
27;141;11;1;2;2;20000;15250
29;300;2;1;3;4.4;12910;38500
29;151;11;1;13;3;16921;19600
27;141;11;1;3;4;22495;16500
5;7;2;1;1;2.8;9648;12500
29;151;11;1;1;3;23758;19000
27;141;11;1;8;3.9;42358;16200
27;141;11;1;2;3.9;40864;16500
29;200;2;1;3;4;20300;14000
27;141;11;1;3;3;23490;15000
27;141;11;1;1;3;28653;15250
27;141;11;1;3;4;21537;16250
27;135;2;1;1;4;10824;20000
27;184;4;1;2;1;19062;15700
29;300;2;1;2;3;16863;19600
29;151;11;1;1;3.9;47027;16100
27;134;1;1;2;3;28641;15000
29;200;2;1;3;4.4;39030;11300
29;151;11;1;3;4;14436;20000
29;151;11;1;1;3.6;42851;18200
27;141;11;1;13;3;26146;16000
27;141;11;1;13;3;21492;16300
27;141;11;1;4;4.1;40862;16500
5;147;13;1;1;1;10428;3500
27;135;2;1;8;3;17504;17200
27;135;2;1;2;2;14875;14200
5;7;2;1;8;3.7;40894;10000
29;200;2;1;1;3;20195;13500
27;141;11;1;8;3;14433;17200
27;135;2;1;13;4;10794;17600
27;135;2;1;3;3.9;31991;17250
27;135;2;1;2;2;5962;8000
27;165;2;2;3;4.3;8980;14100
5;152;2;1;5;2;5657;3900
5;15;2;1;1;1;21587;7200
27;135;2;1;5;3;16295;17000
5;152;2;1;2;1;18257;5500
29;300;2;1;13;3;11330;20300
27;141;11;1;1;3;22801;17200
27;135;2;1;13;4;11941;17400
5;27;2;1;3;4.9;6874;16200
29;151;11;1;13;3;18975;19400
27;141;11;1;1;3.5;37670;19600
27;141;11;1;13;4;24052;15500
29;300;2;1;13;3;28045;21300
5;27;2;1;2;2;24142;13100
29;151;11;1;2;4.3;45371;17500
29;151;11;1;3;2;46156;12100
27;141;11;1;13;3;26199;15800
5;7;2;1;2;1;17607;11300
29;151;11;1;3;3;16577;19600
29;151;11;1;13;3;22903;19000
5;137;1;1;3;5;5720;24000
5;150;13;1;1;1;19991;14500
29;151;11;1;5;3;30042;17500
29;151;11;1;3;3;17301;19600
27;141;11;1;1;3;25500;16200
27;184;4;1;3;3.1;15108;19500
29;200;2;1;3;2;33326;5250
27;141;11;1;1;3;21545;16900
29;300;2;1;2;4.4;24481;22500
27;141;11;1;13;4;24951;16300
29;151;11;1;4;4.4;42434;16700
29;300;2;1;2;3;24769;18500
27;141;11;1;13;3;23871;15900
5;137;1;1;11;4.3;8051;16750
27;141;11;1;1;3;22277;15000
29;151;11;1;1;2;32186;14000
29;151;11;1;13;3;14015;20000
5;130;1;1;1;3.8;69242;16500
5;165;2;1;5;2;32172;3200
27;141;11;1;3;4.2;41206;16600
13;42;9;1;2;3.5;27330;19750
15;68;4;1;3;4.1;32058;23000
13;42;9;1;8;4.6;94470;13500
17;70;2;1;12;3.6;43292;11400
13;42;9;1;1;4.4;44949;20500
21;170;2;1;3;4.2;22555;33500
13;41;8;1;4;4.2;23107;24000
13;42;9;1;2;3.9;40826;20750
21;170;2;1;8;3.5;26500;24500
13;42;9;1;3;3.8;31104;20500
13;41;8;1;3;3.6;17394;23000
17;70;6;1;3;3.8;41057;13750
21;166;2;1;12;3.7;33305;44000
19;85;1;1;1;4.3;42101;38000
13;41;8;1;1;3.8;34460;21500
21;166;3;1;2;3.8;43231;33500
21;170;2;1;1;4.1;32817;27500
13;42;9;1;1;3.8;23967;20000
19;170;1;1;3;3.9;53634;46000
21;170;2;1;8;4.1;26431;27500
13;42;9;1;2;4.1;20093;18500
13;42;9;1;3;4.2;26783;22250
13;42;9;1;3;3.9;42036;19500
13;6237;2;1;2;3.9;72121;23547
13;42;9;1;2;4.2;29476;20250
21;170;2;1;2;3.8;31796;31500
13;163;23;1;13;4.3;32081;25250
13;42;9;1;2;4;45124;20500
15;83;1;1;3;4.4;45494;39000
15;188;13;1;1;4.4;59784;28500
21;166;3;1;3;2.7;43065;33500
13;163;23;1;3;4.6;22823;25250
19;85;1;1;6;2.8;28452;40500
13;42;9;1;8;3.7;31255;18000
21;166;2;1;1;4.1;44883;37000
14;166;1;1;10;4.1;40432;14750
13;42;9;1;3;4.8;38520;20250
21;170;2;1;3;3.2;61529;25500
13;42;9;1;6;4.1;48079;19500
17;70;2;2;2;1.9;53157;9250
13;41;8;1;8;3.7;28092;20000
13;42;9;1;3;4.1;37387;19000
13;41;8;1;1;4.6;51244;19000
13;6237;2;1;3;2.4;43237;14500
21;170;2;1;1;3.5;59548;18000
19;85;1;1;3;3.3;41169;36000
13;41;8;1;2;3.7;22952;25500
17;70;2;1;3;2.8;40027;10750
19;85;1;1;3;5;3794;46500
